# Pantalla iluminando en blanco, ganancia 1, tiempo de integración 30s, temperatura 19°C, distintas intensidades de la pantalla
# esperanza	varianza	color
1.083444097438492690e+03	4.696443205332241178e+02	4.000000000000000000e+00
1.798030920728225965e+03	1.026434643215635788e+03	4.000000000000000000e+00
2.717613889105159160e+03	1.933814005551185119e+03	4.000000000000000000e+00
4.094848680642063755e+03	7.751396220729284359e+00	4.000000000000000000e+00
1.120645768776601244e+03	4.975346705699662948e+02	4.000000000000000000e+00
1.865440574392712506e+03	1.085208333410859041e+03	4.000000000000000000e+00
2.830704985142219357e+03	2.058942835238675343e+03	4.000000000000000000e+00
4.094960547402159136e+03	1.885999614707771999e+00	4.000000000000000000e+00
1.142761530351396232e+03	5.256897879284480268e+02	4.000000000000000000e+00
1.909008907855808047e+03	1.161572888897275789e+03	4.000000000000000000e+00
2.900565965301567303e+03	2.233961062390887946e+03	4.000000000000000000e+00
4.094991349722308769e+03	4.032694709414793577e-01	4.000000000000000000e+00
3.517625171935014805e+02	4.750568375768481388e+01	4.000000000000000000e+00
3.897615780390324858e+02	6.476962387748707783e+01	4.000000000000000000e+00
4.275156149434236568e+02	8.230012729364985091e+01	4.000000000000000000e+00
4.639942265519568423e+02	1.017305389838138723e+02	4.000000000000000000e+00
4.999681459566074864e+02	1.192727876141166234e+02	4.000000000000000000e+00
5.363420452481054781e+02	1.377336561304657039e+02	4.000000000000000000e+00
5.730059217014429578e+02	1.566247255220538932e+02	4.000000000000000000e+00
6.090983383940621252e+02	1.767708606772472137e+02	4.000000000000000000e+00
